,prev_line,current_line,tone
436,あの役は彼女だ 用意いいな?,型破りだから,neutral
437,お代わりするけど君は?,まだあるもん,neutral
438,まだあるもん,もう別れたの?,surprise
439,もう別れたの?,抱くなんて残酷だ,neutral
440,抱くなんて残酷だ,うるさいね,anger
441,結構いいね,結構?,neutral
442,結構?,彼は棚と恋愛中だ,neutral
443,彼は棚と恋愛中だ,金がないから物と交換を,neutral
444,金がないから物と交換を,カヌーは必要ない,neutral
445,カヌーは必要ない,もらってくれ,anger
446,もらってくれ,とにかく棚を持ってけ,neutral
447,とにかく棚を持ってけ,捨てさせない俺の作品だ,anger
448,捨てさせない俺の作品だ,頑張れ,anger
449,ならここで待って,イエメン行きの偽チケットを,surprise
450,イエメン行きの偽チケットを,いや偽物でいいんだよ,neutral
451,いや偽物でいいんだよ,分かりかねます,surprise
452,分かりかねます,子供向けの偽物を,neutral
453,子供向けの偽物を,お子様と2枚?,neutral
454,お子様と2枚?,じゃカードを渡すふりをする 実際には図書カードだ,neutral
455,これで最後だぞ,お嬢は?,neutral
456,お嬢は?,お嬢? 女の子だろ?,neutral
457,お嬢? 女の子だろ?,さあね 一瞬何か見えたけど,neutral
458,さあね 一瞬何か見えたけど,これから役者の飲み会だ,neutral
459,ビンスに決まりだ,ジェイソンは繊細よ,neutral
460,ジェイソンは繊細よ,体より心が大事だ,neutral
461,体より心が大事だ,女々しいほうでいけ,disgust
462,女々しいほうでいけ,女々しくは,anger
463,女々しくは,チャンドラーのことだ,anger
464,ヨーロッパ話は有名なようね,どっちが先かなんて別に問題じゃない,neutral
465,どっちが先かなんて別に問題じゃない,自然にああなった,neutral
466,自然にああなった,君が誘わなくても僕から誘ったさ,neutral
467,君が誘わなくても僕から誘ったさ,ステキな夜だった,joy
468,ステキな夜だった,まったく同感だ,joy
469,まったく同感だ,見てもステキ?,sadness
470,名前は?,まだです,neutral
471,まだです,当分はグリーンちゃんと呼ぶわね」,neutral
472,当分はグリーンちゃんと呼ぶわね」,ゲラーグリーンにして,joy
473,今度は逃がさん,この席はイヤあっちへ,anger
474,この席はイヤあっちへ,彼らが先客よ,anger
475,彼らが先客よ,ロスったら何を?,neutral
476,ロスったら何を?,女の人を襲ってる,surprise
477,ジョーイごめんね 気にするな,でもシミが残っちゃうわ,disgust
478,でもシミが残っちゃうわ,平気さここはジョーイんちだ,joy
479,平気さここはジョーイんちだ,見てろ,neutral
480,見てろ,こんなの初めて,disgust
481,こんなの初めて,だろ,neutral
482,だろ,食い物を粗末にするな,neutral
483,オリビアの処女喪失ベッド?,エキストラのコは失った お目付役に来てくれてありがと,joy
484,エキストラのコは失った お目付役に来てくれてありがと,あなたの頼みならいつでも クリスチャンサンダース?ステキ!,surprise
485,あなたの頼みならいつでも クリスチャンサンダース?ステキ!,それにゲイだ,neutral
486,それにゲイだ,私の頭の中ではゲイじゃない,neutral
487,私の頭の中ではゲイじゃない,パーティーでサンタとゲイなことしてた,neutral
488,じゃロスには俺がバラしたこと言うなよ,何なの?,neutral
489,何なの?,君の誕生会だ,neutral
490,君の誕生会だ,さすが兄さんね,joy
491,さすが兄さんね,驚いた顔しろ,fear
492,驚いた顔しろ,何の話?,joy
493,何の話?,私のパーティーよ,surprise
494,私のパーティーよ,パーティーって? とぼけないで知ってるの,joy
495,パーティーって? とぼけないで知ってるの,私は初耳よ,neutral
496,私は初耳よ,俺を責めるなロスの計画だ,neutral
497,俺を責めるなロスの計画だ,いつも最後に知るのは私よ,anger
498,いつも最後に知るのは私よ,何でも話してるわ でも最後よ,anger
499,何でも話してるわ でも最後よ,チャンドラーがクジャクに襲われた話も,anger
500,チャンドラーがクジャクに襲われた話も,モニカがジョーイに気があった話も,anger
501,モニカがジョーイに気があった話も,今のは最後から2番目ね,surprise
502,お宅のお父さんから返事がない,式の件ね 招待状を出してない,neutral
503,式の件ね 招待状を出してない,親には出席してもらわなきゃ,anger
504,親には出席してもらわなきゃ,疎遠なんだ もう何年も会ってない,disgust
505,疎遠なんだ もう何年も会ってない,呼びもしないの?,sadness
506,呼びもしないの?,住む世界が違う人だ,neutral
507,住む世界が違う人だ,俺はこっちの世界 父はベガスのオカマ界,disgust
508,俺はこっちの世界 父はベガスのオカマ界,そっちに移住したい,neutral
509,そっちに移住したい,呼べば花嫁の陰が薄くなるよ 父のドレス姿に目が集まる,disgust
510,呼べば花嫁の陰が薄くなるよ 父のドレス姿に目が集まる,そのドレスが純白じゃなきゃ構わない,neutral
511,そのドレスが純白じゃなきゃ構わない,ショッピングに行くわ,neutral
512,誰だ?,どうも,neutral
513,どうも,何者だ?,anger
514,何者だ?,カークダグラスなんちって,neutral
515,ダメよ見られる,花婿に見せちゃダメ,anger
516,花婿に見せちゃダメ,チャンドラーが求婚でも?,anger
517,チャンドラーが求婚でも?,この姿にイチコロ,anger
518,この姿にイチコロ,いいから力抜いて 結婚する,neutral
519,いいから力抜いて 結婚する,帰るよ,neutral
520,帰るよ,ジョシュア そりや逃げるわね,sadness
521,ごめん出遅れた,あっそ,neutral
522,あっそ,本の内容を教えて,neutral
523,本の内容を教えて,高校で読んだと,neutral
524,高校で読んだと,よく考えたらチアガールで忙しかったの花形だったから とにかくどんな話?,neutral
525,1本分けて,面白いお話?,neutral
526,面白いお話?,吸わないんじゃ?,surprise
527,吸わないんじゃ?,お二人が吸ってるのはマリファナかと思ってました,neutral
528,お二人が吸ってるのはマリファナかと思ってました,いわゆるハッパ,neutral
529,いわゆるハッパ,だからついてけないわって普通のタバコなら吸います,surprise
530,だからついてけないわって普通のタバコなら吸います,これハッパよ,neutral
531,これハッパよ,冗談よ,neutral
532,大丈夫?,まだ痛む?,sadness
533,まだ痛む?,服に統一感が出るわ 私もやるわ,joy
534,服に統一感が出るわ 私もやるわ,ただいま,neutral
535,ただいま,どうだった?,neutral
536,どうだった?,バッチリ,joy
537,バッチリ,2人を引き裂いてモノにしたわ,joy
538,2人を引き裂いてモノにしたわ,美しい話だ 僕は平気だよ,joy
539,正しい意見よ 辞めるわ,人生を取り戻す あなたのためよ,joy
540,人生を取り戻す あなたのためよ,これ聴いてる人今のはウソよ,neutral
541,まだ6時だ,丸く収まった,neutral
542,丸く収まった,丸く?,neutral
543,丸く?,何が丸くよ,joy
544,何が丸くよ,私には元々ジョシュアがいるわ,neutral
545,私には元々ジョシュアがいるわ,電撃結婚なんてバカみたい,disgust
546,電撃結婚なんてバカみたい,そのうち早まったって気づくわよ,neutral
547,核戦争が起こって一 残った男が俺だけなら付き合う?,缶詰あげる,neutral
548,缶詰あげる,見てよ 穴から俺が発掘されたぞ,surprise
549,見てよ 穴から俺が発掘されたぞ,いい穴だ,neutral
550,いい穴だ,よせ俺の穴が!,surprise
551,よせ俺の穴が!,どうした?,surprise
552,酒癖?,あれは面接のあとね,neutral
553,あれは面接のあとね,何て言ったの?,fear
554,何て言ったの?,飲める口で酒乱だと,neutral
555,飲める口で酒乱だと,もう辞めるわ」,disgust
556,もう辞めるわ」,待ってやけに敏感だわね,anger
557,待ってやけに敏感だわね,残ってよ,sadness
558,残ってよ,部内でポストを作ってバイヤー職に就けるわ,neutral
559,部内でポストを作ってバイヤー職に就けるわ,それだけ?,joy
560,それだけ?,部屋も与えるし昇給も,joy
561,部屋も与えるし昇給も,交際費は? あげる,neutral
562,交際費は? あげる,助手も ソフィー来て,neutral
563,ナースとダブルデートの約束したわ,いいねえ,surprise
564,いいねえ,男のナースよ,neutral
565,男のナースよ,想像は自由だ,neutral
566,想像は自由だ,土曜の夜デートよ どう?,joy
567,土曜の夜デートよ どう?,遠慮する,joy
568,遠慮する,何で引くのよ,surprise
569,何で引くのよ,ロスを克服しろと言ったくせに,anger
570,ロスを克服しろと言ったくせに,協力してよ何で断るわけ?,neutral
571,協力してよ何で断るわけ?,逆にいい理由があったら言ってみて,neutral
572,逆にいい理由があったら言ってみて,じゃあとで顔合わせよ食堂でゼリー食べるの,neutral
573,じゃあとで顔合わせよ食堂でゼリー食べるの,出たな ゼリーの入るとこは別なの,neutral
574,出たな ゼリーの入るとこは別なの,やらしい言い方ね,neutral
575,やらしい言い方ね,どんな言葉でもできる おばあちゃんのチキンサラダ,neutral
576,モニカですが,すぐ行きます,neutral
577,開始よ,私にも練習させて,neutral
578,私にも練習させて,危ないじゃん,anger
579,式まで禁欲にしてよかった,同感よ,joy
